,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア
4340,37152395,1A1501,105840,1,105840,370000445951,5
4348,37212287,200071,16200,1,16200,370000446071,2
4353,37212371,200006,8640,1,8640,370000443501,1
4360,37212380,1A1501,105840,1,105840,370000443311,5
4365,37212380,1B2201,28080,1,28080,370000443316,4
4374,37212382,1A1601,82080,1,82080,370000446531,3
4383,37232174,1B2201,28080,1,28080,370000441255,4
4388,37232180,1A1501,105840,1,105840,370000442691,5
4405,37252024,200071,16200,1,16200,370000443404,2
4410,37252202,1B2201,28080,1,28080,370000444143,4
4417,37252220,1A1501,105840,1,105840,370000442091,5
4433,37252223,200071,16200,1,16200,370000445371,2
4436,37252225,200071,16200,1,16200,370000446201,2
4449,37312268,1A1501,105840,1,105840,370000445991,5
4476,37412472,1B2201,28080,1,28080,370000444395,4
4480,37452116,1A1501,105840,1,105840,370000443711,5
4498,37512356,1B2201,28080,1,28080,370000444704,4
4502,37512363,1A1501,105840,1,105840,370000443921,5
4503,37512363,1B2201,28080,1,28080,370000443922,4
4515,37512364,1A1501,105840,1,105840,370000444591,5
4524,37512366,1A1501,105840,1,105840,370000444731,5
4535,37522060,1B2201,28080,1,28080,370000441683,4
4546,37612289,1A1601,82080,1,82080,370000441001,3
4555,37612291,1A1501,105840,1,105840,370000445181,5
4579,37632285,1A1501,105840,1,105840,370000442271,5
4586,37632285,1B2201,28080,1,28080,370000442278,4
4592,37632286,1A1501,105840,1,105840,370000443531,5
4608,37652083,1A1501,105840,1,105840,370000444361,5
4631,37722036,1B2201,28080,1,28080,370000446682,4
4658,37812339,1A1501,105840,1,105840,370000442221,5
4666,37812340,1A1601,82080,1,82080,370000442421,3
4674,37812342,200006,8640,1,8640,370000446611,1
4695,37912094,1A1501,105840,1,105840,370000443031,5
4699,37912094,1B2201,28080,1,28080,370000443035,4
4706,37922014,1B2201,28080,1,28080,370000442392,4
4716,38112165,1B2201,28080,1,28080,380000322152,4
4718,38112292,200006,8640,1,8640,380000324031,1
4724,38122056,1B2201,28080,1,28080,1430000227462,4
4726,38122447,200006,8640,1,8640,380000323751,1
4736,38152182,1B2201,28080,1,28080,380000324002,4
4740,38152458,1A1601,82080,1,82080,380000322511,3
4747,38152459,200071,16200,1,16200,380000322691,2
4752,38152460,1A1601,82080,1,82080,380000323601,3
4755,38152462,200071,16200,1,16200,380000323352,2
4761,38212162,200006,8640,1,8640,380000323101,1
4769,38212241,1B2201,28080,1,28080,380000322071,4
4775,38212355,200006,8640,1,8640,380000323001,1
4780,38222156,200006,8640,1,8640,1940000027351,1
4782,38222166,200006,8640,1,8640,380000322851,1
4795,38312332,200006,8640,1,8640,380000323221,1
4800,38312333,200006,8640,1,8640,380000323251,1
4806,38312334,1A1501,105840,1,105840,380000323371,5
4810,38322057,200006,8640,1,8640,1430000224521,1
4812,38322198,200006,8640,1,8640,1370000029891,1
4816,38332202,200006,8640,1,8640,380000324061,1
4820,38412429,200006,8640,1,8640,1430000224071,1
4833,38512293,1A1501,105840,1,105840,380000322051,5
4845,38522047,200006,8640,1,8640,380000323091,1
4849,38612200,200006,8640,1,8640,20001638431,1
4854,38612237,200006,8640,1,8640,1430000222401,1
4857,38632142,200006,8640,1,8640,150000394191,1
4864,38642006,200006,8640,1,8640,380000322651,1
4879,38722183,200006,8640,1,8640,380000323821,1
4884,38732074,200006,8640,1,8640,380000324051,1
4894,38812276,200006,8640,1,8640,1770000187541,1
4900,38912098,1A1501,105840,1,105840,380000323011,5
4908,38912099,200071,16200,1,16200,380000323331,2
4922,39122146,1A1501,105840,1,105840,390000124971,5
4925,39122146,1B2201,28080,1,28080,390000124974,4
4935,39152125,1B2201,28080,1,28080,390000125051,4
4967,39252079,1A1501,105840,1,105840,390000123692,5
4968,39252079,1B2201,28080,1,28080,390000123693,4
4980,39252081,1A1501,105840,1,105840,390000124362,5
4982,39252081,1B2201,28080,1,28080,390000124364,4
4996,39312062,200006,8640,1,8640,30000235961,1
4997,39312062,200071,16200,1,16200,30000235962,2
4999,39312101,1B2201,28080,1,28080,390000124991,4
5005,39432036,1A1501,105840,1,105840,390000124982,5
5010,39512061,1B2201,28080,1,28080,390000124094,4
5013,39612071,1B2201,28080,1,28080,390000123711,4
5034,40132111,200071,16200,1,16200,400000567801,2
5040,40152277,1B2201,28080,1,28080,400000567552,4
5057,40512187,200071,16200,1,16200,400000570582,2
5068,40712153,200006,8640,1,8640,400000567963,1
5074,40722016,1B2201,28080,1,28080,840000115511,4
5078,40852086,1A1601,82080,1,82080,400000569042,3
5099,42122036,200006,8640,1,8640,370000444541,1
5100,42332012,1B2201,28080,1,28080,370000444521,4
5111,42812075,200006,8640,1,8640,370000444091,1
5112,42812075,200071,16200,1,16200,370000444092,2
5119,43132010,1B2201,28080,1,28080,1430000219273,4
5126,43132034,1A1501,105840,1,105840,430000083813,5
5128,43132034,1B2201,28080,1,28080,430000083815,4
5134,43152122,200006,8640,1,8640,430000083631,1
5137,43152122,200006,8640,1,8640,430000083771,1
5140,43152137,1A1501,105840,1,105840,430000083481,5
5153,43312089,200006,8640,1,8640,380000322881,1
5157,43332052,1A1501,105840,1,105840,430000083452,5
5159,43332052,1B2201,28080,1,28080,430000083454,4
5171,43432021,200071,16200,1,16200,430000083292,2
5173,43512008,200006,8640,1,8640,150000393831,1
5181,43612059,1A1501,105840,1,105840,430000083271,5
5183,43612059,1B2201,28080,1,28080,430000083273,4
5200,43912028,1A1501,105840,1,105840,430000083251,5
5203,43912028,1B2201,28080,1,28080,430000083254,4
5212,44222005,200071,16200,1,16200,440000101781,2
5221,44252063,1B2201,28080,1,28080,440000101842,4
5224,44252070,200071,16200,1,16200,440000101391,2
5229,44252072,1A1501,105840,1,105840,440000101541,5
5235,44312069,1A1501,105840,1,105840,440000102041,5
5245,44412076,1B2201,28080,1,28080,440000101951,4
5254,44632065,1A1501,105840,1,105840,440000101122,5
5255,44632065,1B2201,28080,1,28080,440000101123,4
5275,44912041,1A1501,105840,1,105840,440000101481,5
5276,44912041,1B2201,28080,1,28080,440000101482,4
5300,45112179,1B2201,28080,1,28080,450000352660,4
5303,45112185,1B2201,28080,1,28080,450000352033,4
5312,45112187,1A1501,105840,1,105840,450000352561,5
5316,45112187,1B2201,28080,1,28080,450000352565,4
5318,45122095,200006,8640,1,8640,1430000219661,1
5325,45122226,1B2201,28080,1,28080,450000350896,4
5332,45132018,200006,8640,1,8640,450000353341,1
5336,45152111,1B2201,28080,1,28080,450000352981,4
5345,45152253,1B2201,28080,1,28080,450000352974,4
5346,45152269,200006,8640,1,8640,1770000185241,1
5347,45152270,200006,8640,1,8640,450000351211,1
5351,45152297,200006,8640,1,8640,450000352931,1
5360,45212078,1B2201,28080,2,56160,450000352533,8
5371,45212133,1B2201,28080,1,28080,450000350758,4
5387,45222107,1B2201,28080,1,28080,450000353332,4
5391,45232085,200071,16200,1,16200,450000351201,2
5396,45252179,1B2201,28080,1,28080,450000351953,4
5411,45312184,1B2201,28080,1,28080,450000352891,4
5441,45412012,1B2201,28080,1,28080,450000352771,4
5442,45412179,200006,8640,1,8640,1430000226391,1
5445,45412219,1B2201,28080,1,28080,450000352623,4
5451,45412273,1A1501,105840,1,105840,450000352191,5
5490,45612136,200006,8640,1,8640,450000352213,1
5499,45632122,1A1501,105840,1,105840,450000353051,5
5509,45652045,1B2201,28080,1,28080,2090000013971,4
5519,45722006,1B2201,28080,1,28080,450000353036,4
5526,45722139,1B2201,28080,1,28080,450000352673,4
5541,45732016,1B2201,28080,1,28080,450000352373,4
5549,45732052,1B2201,28080,1,28080,450000352121,4
5558,45812055,1B2201,28080,1,28080,450000351421,4
5565,45812089,200006,8640,1,8640,1940000027061,1
5567,45832002,1B2201,28080,1,28080,450000351071,4
5586,46812021,200006,8640,1,8640,630000725571,1
5594,47312044,1A1501,105840,1,105840,470000084472,5
5604,47722026,200006,8640,1,8640,470000084701,1
5614,53112141,200071,16200,1,16200,1430000224952,2
5620,53112422,1B2201,28080,1,28080,320000508071,4
5658,53122787,1A1501,105840,1,105840,530000895072,5
5672,53122788,1A1501,105840,1,105840,530000895562,5
5677,53122788,1B2201,28080,1,28080,530000895567,4
5686,53122789,1A1501,105840,1,105840,530000895982,5
5699,53122790,200071,16200,1,16200,530000896882,2
5706,53132178,200006,8640,1,8640,380000323631,1
5714,53132225,1A1501,105840,1,105840,530000900691,5
5727,53132226,1A1601,82080,1,82080,530000902581,3
5740,53152704,1B2201,28080,1,28080,530000898241,4
5755,53152732,1A1501,105840,1,105840,530000897301,5
5756,53152732,1B2201,28080,1,28080,530000897302,4
5768,53152734,1A1501,105840,1,105840,530000902321,5
5770,53152734,1B2201,28080,1,28080,530000902323,4
5780,53212178,200006,8640,1,8640,530000896001,1
5782,53212478,200006,8640,1,8640,20001631711,1
5789,53212593,200071,16200,1,16200,530000897421,2
5804,53212653,1A1601,82080,1,82080,530000902311,3
5808,53212654,200071,16200,1,16200,530000902971,2
5820,53222267,200071,16200,1,16200,530000895481,2
5825,53232238,1B2201,28080,1,28080,530000899203,4
5826,53232238,1B2201,28080,1,28080,530000899204,4
5844,53312041,200006,8640,1,8640,320000507292,1
5845,53312181,200006,8640,1,8640,380000321931,1
5850,53312310,200006,8640,1,8640,630000723402,1
5856,53312574,1A1601,82080,1,82080,530000901011,3
5860,53322379,1A1501,105840,1,105840,530000901851,5
5862,53322379,1B2201,28080,1,28080,530000901853,4
5871,53332341,1A1501,105840,1,105840,530000896052,5
5876,53332341,1B2201,28080,1,28080,530000896057,4
5881,53332342,1A1601,82080,1,82080,530000900761,3
5911,53342103,1A1501,105840,1,105840,530000900921,5
5915,53412622,1B2201,28080,1,28080,530000901041,4
5927,53412745,200006,8640,1,8640,530000897091,1
5929,53412746,200071,16200,1,16200,530000897471,2
5948,53452149,200006,8640,1,8640,530000900541,1
5953,53452156,200071,16200,1,16200,530000898941,2
5962,53512176,200006,8640,1,8640,530000903221,1
5968,53512425,1B2201,28080,1,28080,530000898415,4
5974,53512486,200071,16200,1,16200,530000900561,2
5992,53522148,200071,16200,1,16200,530000897002,2
5996,53552026,1B2201,28080,1,28080,320000506822,4
6012,53612357,1B2201,28080,1,28080,530000902513,4
6019,53622007,1B2201,28080,1,28080,530000901052,4
6035,53632245,200006,8640,1,8640,20001635311,1
6036,53632266,1B2201,28080,1,28080,530000901481,4
6043,53632315,200071,16200,1,16200,530000901911,2
6050,53712130,200006,8640,1,8640,360000666801,1
6054,53712251,200071,16200,1,16200,530000896981,2
6056,53712304,200006,8640,1,8640,1360000068671,1
6063,53712391,200071,16200,1,16200,530000897072,2
6067,53712392,1A1501,105840,1,105840,530000898451,5
6072,53712392,1B2201,28080,1,28080,530000898456,4
6083,53712394,1A1501,105840,1,105840,530000902911,5
6084,53712394,1B2201,28080,1,28080,530000902912,4
6090,53722194,200006,8640,1,8640,20001628122,1
6101,53722326,1A1601,82080,1,82080,530000897151,3
6108,53722329,1A1601,82080,1,82080,530000899302,3
6115,53722329,1B2201,28080,1,28080,530000900341,4
6122,53732032,1B2201,28080,1,28080,530000898491,4
6137,53752184,1A1501,105840,1,105840,530000898421,5
6138,53752184,1B2201,28080,1,28080,530000898422,4
6165,53812455,1A1501,105840,1,105840,530000901171,5
6174,53852232,1B2201,28080,1,28080,530000899331,4
6180,53852246,1A1501,105840,1,105840,530000899051,5
6189,53912194,200071,16200,1,16200,530000895301,2
6205,54332041,200006,8640,1,8640,540000162654,1
6208,54332042,1A1601,82080,1,82080,540000162851,3
6210,54332042,1B2201,28080,1,28080,540000162853,4
6218,54512173,1B2201,28080,1,28080,540000162461,4
6227,54522036,1B2201,28080,1,28080,2400000004082,4
6234,54712083,200006,8640,1,8640,540000163041,1
6246,55112156,200006,8640,1,8640,550000200201,1
6249,55122044,200006,8640,1,8640,550000201651,1
6259,55152257,1A1501,105840,1,105840,550000201671,5
6264,55232033,200006,8640,1,8640,1430000224661,1
6266,55232040,200006,8640,1,8640,530000897101,1
6273,55312217,200071,16200,1,16200,550000200701,2
6276,55322064,1B2201,28080,1,28080,2050000006231,4
6287,55432049,200071,16200,1,16200,550000201121,2
6293,55432051,1A1501,105840,1,105840,550000200732,5
6304,55452049,1B2201,28080,1,28080,550000201643,4
6315,55652048,200071,16200,1,16200,550000200861,2
6319,55712094,200071,16200,1,16200,550000201791,2
6324,55722088,1B2201,28080,1,28080,550000201552,4
6331,55852091,200071,16200,1,16200,550000200901,2
6355,56312029,1B2201,28080,1,28080,560000099662,4
6364,56652019,200006,8640,1,8640,560000099091,1
6370,57112020,1B2201,28080,1,28080,570000079021,4
6374,57112063,1B2201,28080,1,28080,1910000017661,4
6388,57212072,200071,16200,1,16200,570000078971,2
6389,57212072,200006,8640,1,8640,570000078972,1
6395,57232050,1B2201,28080,1,28080,570000079244,4
6404,57312179,1B2201,28080,1,28080,570000079011,4
6424,57512046,200006,8640,1,8640,570000078951,1
6428,57632030,1B2201,28080,1,28080,570000079001,4
6434,57732028,200006,8640,1,8640,570000079271,1
6436,57752011,1B2201,28080,1,28080,570000079251,4
6441,57912038,200006,8640,1,8640,570000079121,1
6452,58222018,1B2201,28080,1,28080,630000726963,4
6472,60112115,200071,16200,1,16200,600000132341,2
6475,60122106,200006,8640,1,8640,600000133011,1
6490,60122185,1A1501,105840,1,105840,600000132522,5
6504,60132048,1A1501,105840,1,105840,600000131931,5
6507,60132048,1B2201,28080,1,28080,600000131934,4
6516,60142001,200071,16200,1,16200,600000131761,2
6525,60152134,1A1501,105840,1,105840,600000132651,5
6527,60212122,200071,16200,1,16200,600000132591,2
6531,60212122,1A1601,82080,1,82080,600000132631,3
6541,60252093,200006,8640,1,8640,600000132061,1
6546,60252094,1A1501,105840,1,105840,600000132482,5
6566,60332065,1A1501,105840,1,105840,600000131892,5
6591,60412165,200071,16200,1,16200,600000132411,2
6599,60552015,200071,16200,1,16200,600000132621,2
6602,60552015,200006,8640,1,8640,600000132911,1
6605,60552018,200071,16200,1,16200,600000131652,2
6608,60552020,200071,16200,1,16200,600000132681,2
6615,60612068,200006,8640,1,8640,600000132081,1
6620,60612068,200071,16200,1,16200,600000132321,2
6623,60612068,200071,16200,1,16200,600000132781,2
6635,60722042,200071,16200,1,16200,600000131611,2
6642,60752032,1A1501,105840,1,105840,600000132762,5
6649,60752034,1A1501,105840,1,105840,600000133232,5
6651,60812024,200071,16200,1,16200,600000132451,2
6652,60812097,1A1601,82080,1,82080,600000132491,3
6659,60812099,200071,16200,1,16200,600000132732,2
6663,60852048,200006,8640,1,8640,600000132171,1
6670,61152080,1A1601,82080,1,82080,610000064921,3
6677,61212076,1A1601,82080,1,82080,880000050821,3
6690,61322042,200071,16200,1,16200,610000065051,2
6717,62152154,200071,16200,1,16200,620000133041,2
6725,62252053,1B2201,28080,1,28080,620000134806,4
6752,62652022,1A1501,105840,1,105840,620000132901,5
6760,62722065,200006,8640,1,8640,620000134151,1
6762,63112102,200006,8640,1,8640,1940000026911,1
6765,63112223,1B2201,28080,1,28080,630000727092,4
6770,63112247,200006,8640,1,8640,1430000222851,1
6771,63112247,200071,16200,1,16200,1430000222852,2
6790,63112314,200071,16200,1,16200,890000083721,2
6794,63122547,200006,8640,0,0,630000723191,0
6796,63122547,1B2201,28080,1,28080,630000723193,4
6833,63122604,1A1501,105840,1,105840,630000722982,5
6847,63122607,200071,16200,1,16200,630000724361,2
6848,63122607,200006,8640,1,8640,630000724362,1
6870,63122612,1A1601,82080,1,82080,630000728701,3
6875,63132181,1A1601,82080,1,82080,890000084642,3
6886,63132224,1B2201,28080,1,28080,630000731584,4
6903,63152165,200071,16200,1,16200,630000730321,2
6916,63152575,200006,8640,1,8640,630000723081,1
6922,63152610,1B2201,28080,1,28080,630000729164,4
6934,63152619,1A1501,105840,1,105840,630000730702,5
6946,63212447,1B2201,28080,1,28080,630000726905,4
6961,63212481,1A1501,105840,1,105840,630000727512,5
6989,63222303,1A1501,105840,1,105840,630000723512,5
6990,63222303,1B2201,28080,1,28080,630000723513,4
6994,63232038,200006,8640,1,8640,630000723352,1
7003,63232202,1A1601,82080,1,82080,630000725471,3
7010,63232207,200006,8640,1,8640,630000724951,1
7019,63252198,200071,16200,1,16200,630000727871,2
7021,63252272,1B2201,28080,1,28080,630000732061,4
7025,63252299,200006,8640,1,8640,1090000496801,1
7034,63252324,1A1501,105840,1,105840,630000724432,5
7036,63252324,1B2201,28080,1,28080,630000724434,4
7059,63312349,200006,8640,1,8640,630000722781,1
7074,63322307,1A1501,105840,1,105840,630000726031,5
7078,63322307,1B2201,28080,1,28080,630000726035,4
7089,63332120,200006,8640,1,8640,630000731251,1
7096,63332178,200071,16200,1,16200,630000723071,2
7099,63332182,200071,16200,1,16200,630000724551,2
7105,63342050,200006,8640,1,8640,630000730721,1
7109,63412255,200071,16200,1,16200,630000728621,2
7122,63412633,1B2201,28080,1,28080,630000724972,4
7135,63412691,1B2201,28080,1,28080,630000730663,4
7154,63412702,1A1501,105840,1,105840,630000724792,5
7156,63422017,1B2201,28080,1,28080,20001632221,4
7163,63422034,1B2201,28080,1,28080,630000726344,4
7176,63452127,200071,16200,1,16200,630000723471,2
7183,63452171,1A1501,105840,1,105840,630000728321,5
7184,63452171,1B2201,28080,1,28080,630000728322,4
7194,63512288,1B2201,28080,1,28080,630000728443,4
7201,63512395,200006,8640,1,8640,630000727191,1
7224,63512512,1A1601,82080,1,82080,630000726191,3
7232,63512513,200071,16200,1,16200,630000724521,2
7260,63522226,1A1501,105840,1,105840,630000726682,5
7262,63522226,1B2201,28080,1,28080,630000726684,4
7271,63522227,1A1501,105840,1,105840,630000727311,5
7290,63522229,1A1501,105840,1,105840,630000730771,5
7292,63532008,200071,16200,1,16200,630000727021,2
7294,63542012,200006,8640,1,8640,630000727582,1
7298,63612201,200006,8640,1,8640,630000730351,1
7309,63612376,200006,8640,1,8640,630000723412,1
7313,63612378,1A1501,105840,1,105840,630000726102,5
7331,63622215,200006,8640,1,8640,630000725211,1
7352,63622224,1A1501,105840,1,105840,630000724562,5
7359,63632314,1B2201,28080,1,28080,630000726421,4
7383,63652067,200006,8640,1,8640,630000731931,1
7386,63652083,200006,8640,1,8640,630000730631,1
7390,63652098,200071,16200,1,16200,630000729911,2
7395,63712255,200006,8640,1,8640,560000099851,1
7415,63712442,200006,8640,1,8640,630000725991,1
7420,63722034,200006,8640,1,8640,630000724481,1
7438,63722315,1A1601,82080,1,82080,630000724692,3
7451,63722316,1A1501,105840,1,105840,630000724132,5
7463,63722317,200006,8640,1,8640,630000731271,1
7475,63722318,200071,16200,1,16200,630000730361,2
7482,63812201,1B2201,28080,1,28080,630000731131,4
7508,63812498,1A1601,82080,1,82080,630000723002,3
7526,63852215,200006,8640,1,8640,630000727301,1
7528,63852215,200006,8640,1,8640,630000731361,1
7542,63912112,200071,16200,1,16200,630000724101,2
7545,63912112,1A1501,105840,1,105840,630000726431,5
7570,65152007,1B2201,28080,1,28080,650000070385,4
7573,65212056,200006,8640,1,8640,650000070151,1
7583,65312078,200071,16200,1,16200,650000070801,2
7593,65412067,1A1601,82080,1,82080,650000070311,3
7602,65412068,200006,8640,1,8640,650000070511,1
7606,65522011,200006,8640,1,8640,160000636421,1
7612,66112129,1B2201,28080,1,28080,660000217243,4
7618,66122158,1A1501,105840,1,105840,660000217191,5
7638,66152136,1B2201,28080,1,28080,660000218193,4
7642,66152174,200006,8640,1,8640,660000216972,1
7669,66252068,1B2201,28080,1,28080,660000216911,4
7679,66252123,200071,16200,1,16200,660000216571,2
7700,66322098,1B2201,28080,1,28080,660000218621,4
7711,66322100,1B2201,28080,1,28080,660000217783,4
7741,66612084,1B2201,28080,1,28080,660000218161,4
7747,66622060,1B2201,28080,1,28080,660000217734,4
7761,66652041,1B2201,28080,1,28080,660000216931,4
7772,66722081,1B2201,28080,1,28080,660000217983,4
7794,66812111,200006,8640,1,8640,660000217521,1
7799,66812115,200006,8640,1,8640,660000217563,1
7806,67122051,200006,8640,1,8640,670000087263,1
7807,67152064,200006,8640,1,8640,670000087671,1
7818,68004140,1B2201,28080,1,28080,680000436262,4
7822,68004360,200071,16200,1,16200,680000436742,2
7824,68004900,200071,16200,1,16200,380000322821,2
7834,68005553,1A1601,82080,1,82080,680000435411,3
7854,68005619,1A1501,105840,1,105840,680000435551,5
7929,68005671,1A1601,82080,1,82080,680000436491,3
7945,68005673,1A1501,105840,1,105840,680000435612,5
7969,68005698,1A1501,105840,1,105840,680000436272,5
7977,68005707,200071,16200,1,16200,680000436591,2
7980,68005709,1A1501,105840,1,105840,680000436531,5
7981,68005709,1B2201,28080,1,28080,680000436532,4
8002,69322014,1B2201,28080,1,28080,1370000029482,4
8005,69412115,200006,8640,1,8640,30000234461,1
8013,69612026,1B2201,28080,1,28080,160000638191,4
8018,69722036,200006,8640,1,8640,30000235911,1
8019,69812067,200071,16200,1,16200,390000124111,2
8024,69812096,200006,8640,1,8640,1370000029431,1
8025,69830002,1B2201,28080,1,28080,1370000029801,4
8031,70112038,200006,8640,1,8640,280000298571,1
8051,70122049,200006,8640,1,8640,20001634241,1
8064,70132011,200071,16200,1,16200,700000340724,2
8174,71122165,200071,16200,1,16200,710000189362,2
8188,71152150,1A1501,105840,1,105840,710000191167,5
8189,71152150,1B2201,28080,1,28080,710000191168,4
8197,71152152,1A1601,82080,1,82080,710000189681,3
8222,71212157,200006,8640,1,8640,710000190961,1
8225,71252084,1A1501,105840,1,105840,710000188701,5
8238,71252085,1A1501,105840,1,105840,710000190101,5
8248,71252085,1B2201,28080,1,28080,710000190111,4
8252,71312077,1A1501,105840,1,105840,710000189011,5
8270,71322070,200006,8640,1,8640,710000190361,1
8276,71412052,1B2201,28080,1,28080,710000189054,4
8283,71412063,200071,16200,1,16200,710000189951,2
8285,71412105,1B2201,28080,1,28080,900000103151,4
8296,71512125,200006,8640,1,8640,710000189741,1
8299,71552031,200006,8640,1,8640,710000190041,1
8311,71612077,1A1501,105840,1,105840,710000190401,5
8329,71622054,200006,8640,1,8640,710000190621,1
8337,71712065,1B2201,28080,1,28080,710000190581,4
8352,71732030,1A1501,105840,1,105840,710000189321,5
8361,71732030,1B2201,28080,1,28080,710000189330,4
8372,71752023,1A1501,105840,1,105840,710000191222,5
8381,71852026,1A1501,105840,1,105840,710000189941,5
8393,71852026,1B2201,28080,1,28080,710000189953,4
8395,71852027,200006,8640,1,8640,710000190901,1
8398,72112042,200006,8640,1,8640,380000322791,1
8400,72112051,200071,16200,1,16200,720000098561,2
8426,72212090,1A1501,105840,1,105840,720000099252,5
8427,72212090,1B2201,28080,1,28080,720000099253,4
8435,72252069,1A1501,105840,1,105840,720000099131,5
8437,72252069,1B2201,28080,1,28080,720000099133,4
8440,72332060,1B2201,28080,1,28080,720000098952,4
8445,72512054,200006,8640,1,8640,720000098231,1
8472,73122114,200006,8640,1,8640,730000108601,1
8477,73152103,200006,8640,1,8640,730000109641,1
8482,73222043,200006,8640,1,8640,730000108801,1
8484,73252068,200006,8640,1,8640,730000108092,1
8485,73252068,200071,16200,1,16200,730000108093,2
8488,73252068,200071,16200,1,16200,730000109391,2
8499,73412113,200071,16200,1,16200,730000109132,2
8503,73552024,200071,16200,1,16200,730000108682,2
8506,73712025,200006,8640,1,8640,730000108641,1
8508,73752016,200006,8640,1,8640,1430000222831,1
8509,73852020,200006,8640,1,8640,730000109081,1
8511,73852035,200006,8640,1,8640,730000109271,1
8513,75112061,200006,8640,1,8640,70000144701,1
8531,75222033,1A1501,105840,1,105840,750000086251,5
8544,75252039,200006,8640,1,8640,2220000016321,1
8548,75322009,200006,8640,1,8640,750000086571,1
8564,75732021,200006,8640,1,8640,750000086851,1
8568,75852037,200006,8640,1,8640,560000099571,1
8569,75852039,200006,8640,1,8640,2220000015161,1
8572,76112050,1A1501,105840,1,105840,760000121692,5
8594,76312056,200006,8640,1,8640,760000121781,1
8597,76522038,200006,8640,1,8640,1090000496881,1
8618,78112010,1B2201,28080,1,28080,780000193321,4
8624,78112074,1A1601,82080,1,82080,780000193181,3
8632,78122095,1B2201,28080,1,28080,140000854011,4
8641,78132049,200006,8640,1,8640,780000193102,1
8667,78332048,200006,8640,1,8640,780000193133,1
8680,78412164,200006,8640,1,8640,780000192352,1
8682,78512074,1B2201,28080,1,28080,780000193951,4
8693,78612086,200071,16200,1,16200,780000193922,2
8713,78632067,200071,16200,1,16200,780000192622,2
8719,78812051,200071,16200,1,16200,780000193861,2
8722,80212066,200006,8640,1,8640,680000436661,1
8729,81112052,1B2201,28080,1,28080,1770000186461,4
8742,82112021,200006,8640,1,8640,2350000008261,1
8754,82312100,200006,8640,1,8640,820000261601,1
8766,82522030,200006,8640,1,8640,820000263481,1
8770,82552016,1A1501,105840,1,105840,820000264622,5
8772,82552016,1B2201,28080,1,28080,820000264624,4
8774,82622033,200071,16200,1,16200,820000264861,2
8778,82912004,200006,8640,1,8640,820000262821,1
8791,83132026,1A1501,105840,1,105840,830000116692,5
8813,83212100,1B2201,28080,1,28080,830000116426,4
8814,83222072,1A1501,105840,1,105840,830000116121,5
8830,83322078,1A1501,105840,1,105840,830000117262,5
8832,83322078,1B2201,28080,1,28080,830000117264,4
8864,83912021,200071,16200,1,16200,830000116631,2
8874,84122071,1A1501,105840,1,105840,840000115302,5
8877,84122071,1B2201,28080,1,28080,840000115305,4
8889,84132013,1B2201,28080,1,28080,840000114165,4
8941,84252052,1B2201,28080,1,28080,840000115894,4
8949,84322048,200006,8640,1,8640,840000115951,1
8965,84440003,1B2201,28080,1,28080,840000114099,4
8978,84440008,1A1501,105840,1,105840,840000115791,5
8980,84440008,1B2201,28080,1,28080,840000115793,4
8991,84512056,1B2201,28080,1,28080,840000113081,4
9017,84730007,200006,8640,1,8640,840000114481,1
9030,84812062,1A1501,105840,1,105840,840000115432,5
9031,84812062,1B2201,28080,1,28080,840000115433,4
9035,84912009,1B2201,28080,1,28080,840000114831,4
9043,85110020,1B2201,28080,1,28080,850000606894,4
9047,85110050,1A1501,105840,1,105840,850000605992,5
9049,85110050,1B2201,28080,1,28080,850000605994,4
9081,85220054,1A1601,82080,1,82080,850000608071,3
