,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア
9084,85220054,1B2201,28080,1,28080,850000608074,4
9089,85250064,1A1501,105840,1,105840,850000608621,5
9091,85250064,1B2201,28080,1,28080,850000608623,4
9109,85440011,200006,8640,1,8640,630000726291,1
9111,85450010,200006,8640,1,8640,850000606941,1
9118,85520032,1B2201,28080,1,28080,850000603291,4
9140,85620058,1A1501,105840,1,105840,850000609232,5
9142,85620058,1B2201,28080,1,28080,850000609234,4
9150,85630001,1B2201,28080,1,28080,850000607991,4
9179,85730023,1A1501,105840,1,105840,850000607002,5
9181,85730023,1B2201,28080,1,28080,850000607004,4
9205,85850048,1B2201,28080,1,28080,850000608892,4
9219,85910018,1B2201,28080,1,28080,840000115991,4
9227,86110048,1A1501,105840,1,105840,860000103061,5
9229,86110048,1B2201,28080,1,28080,860000103063,4
9232,86120007,1B2201,28080,1,28080,860000101982,4
9255,86120099,200006,8640,1,8640,860000101991,1
9257,86120099,1B2201,28080,1,28080,860000101993,4
9273,86210007,200006,8640,1,8640,860000102971,1
9284,86250024,1B2201,28080,1,28080,860000101301,4
9292,86250029,200006,8640,1,8640,860000102201,1
9294,86310004,200006,8640,1,8640,860000103131,1
9304,86330001,1B2201,28080,1,28080,860000102171,4
9309,86330013,1B2201,28080,1,28080,860000102321,4
9320,86450017,200071,16200,1,16200,860000102901,2
9345,86510062,200071,16200,1,16200,860000101351,2
9349,86510062,1A1601,82080,1,82080,860000102381,3
9352,86510063,1A1501,105840,1,105840,860000102402,5
9353,86510063,1B2201,28080,1,28080,860000102403,4
9404,86710058,200006,8640,1,8640,860000102681,1
9414,86710067,1A1501,105840,-1,-105840,860000101941,-5
9417,86710067,1A1501,105840,1,105840,860000101951,5
9428,86810015,200006,8640,1,8640,860000102291,1
9436,86810065,200006,8640,1,8640,860000101681,1
9437,86810065,200071,16200,1,16200,860000101682,2
9450,86810110,1A1501,105840,1,105840,860000102062,5
9463,86810111,1A1501,105840,1,105840,860000103152,5
9465,86810111,1B2201,28080,1,28080,860000103154,4
9471,86850052,200006,8640,1,8640,860000102111,1
9489,87212140,200071,16200,1,16200,870000093612,2
9495,87322072,200071,16200,1,16200,870000093291,2
9501,87412075,1B2201,28080,1,28080,1490000095702,4
9503,87412105,1B2201,28080,1,28080,870000093461,4
9507,87412135,200006,8640,1,8640,870000093301,1
9509,87452035,200006,8640,1,8640,870000093801,1
9513,87512045,200006,8640,1,8640,870000093621,1
9514,87522039,1A1601,82080,1,82080,870000093331,3
9524,87612065,200006,8640,1,8640,870000093201,1
9526,87722045,200006,8640,1,8640,1490000097591,1
9528,88112034,1A1501,105840,1,105840,880000050772,5
9530,88112034,1B2201,28080,1,28080,880000050774,4
9532,88152022,200006,8640,1,8640,1430000220551,1
9545,88212044,200071,16200,1,16200,880000050351,2
9550,88220018,1A1501,105840,1,105840,880000050841,5
9552,88220018,1B2201,28080,1,28080,880000050843,4
9573,88912004,200006,8640,1,8640,880000050891,1
9581,89150054,1B2201,28080,1,28080,890000085161,4
9596,89320043,200006,8640,1,8640,890000084871,1
9599,89410084,200006,8640,1,8640,630000725041,1
9611,89430029,1A1601,82080,1,82080,890000083932,3
9622,89510064,1A1501,105840,1,105840,890000084531,5
9629,89510064,200006,8640,1,8640,890000085314,1
9652,89710065,1A1601,82080,1,82080,890000085222,3
9654,89710065,1B2201,28080,1,28080,890000085224,4
9655,89720038,200006,8640,1,8640,890000083841,1
9668,90120123,1B2201,28080,1,28080,900000103144,4
9670,90120125,1A1501,105840,1,105840,900000101742,5
9684,90120126,1A1501,105840,1,105840,900000102221,5
9685,90120126,1B2201,28080,1,28080,900000102222,4
9699,90150095,200006,8640,1,8640,900000102371,1
9706,90210136,1B2201,28080,1,28080,900000101881,4
9708,90210136,1A1501,105840,1,105840,900000101883,5
9712,90250064,200071,16200,1,16200,900000102681,2
9716,90320037,200006,8640,1,8640,900000102672,1
9729,90510060,1B2201,28080,1,28080,900000102744,4
9741,90620036,1A1501,105840,1,105840,900000103373,5
9742,90620036,1B2201,28080,1,28080,900000103374,4
9761,92252035,200006,8640,1,8640,920000067462,1
9777,92512062,1B2201,28080,1,28080,630000726973,4
9792,93122216,1A1501,105840,1,105840,930000121191,5
9795,93122216,1B2201,28080,1,28080,930000121194,4
9806,93222093,1A1501,105840,1,105840,2380000000241,5
9808,93222093,1B2201,28080,1,28080,2380000000243,4
9829,93322063,1B2201,28080,1,28080,570000078884,4
9835,93412186,200071,16200,1,16200,2110000022461,2
9845,93512144,1A1501,105840,1,105840,930000120782,5
9863,93612111,1A1501,105840,1,105840,930000121422,5
9865,93612111,1B2201,28080,1,28080,930000121424,4
9880,93712105,1B2201,28080,1,28080,930000121082,4
9895,93752047,1B2201,28080,1,28080,1770000187902,4
9903,94130027,1A1501,105840,1,105840,940000083081,5
9919,94152055,1B2201,28080,1,28080,940000083616,4
9926,94152061,1A1501,105840,1,105840,940000081893,5
9927,94152061,1B2201,28080,1,28080,940000081894,4
9944,94232019,1A1501,105840,1,105840,940000083192,5
9946,94232019,1B2201,28080,1,28080,940000083194,4
9966,94412054,1B2201,28080,1,28080,940000083455,4
9978,94632014,1B2201,28080,1,28080,940000082443,4
10017,96120027,200006,8640,1,8640,960000071131,1
10024,96120049,1B2201,28080,1,28080,960000071661,4
10028,96120074,1A1601,82080,1,82080,960000070901,3
10051,96220026,1B2201,28080,1,28080,960000072363,4
10068,96310066,200006,8640,1,8640,960000071591,1
10072,96310067,200006,8640,1,8640,960000071821,1
10079,96410010,200071,16200,1,16200,960000071521,2
10088,96410072,1A1601,82080,1,82080,960000072142,3
10100,96620017,200071,16200,1,16200,960000072081,2
10112,96720001,1B2201,28080,1,28080,960000071285,4
10120,96850032,200071,16200,1,16200,960000071941,2
10123,97110005,200006,8640,1,8640,380000322021,1
10126,97130002,200006,8640,1,8640,1940000025991,1
10129,97750003,200006,8640,1,8640,1940000026511,1
10130,98152009,200006,8640,1,8640,1430000221491,1
10139,98152045,1A1501,105840,1,105840,980000034662,5
10151,99110063,1B2201,28080,1,28080,990000147322,4
10157,99110064,1B2201,28080,1,28080,990000149523,4
10190,99220026,200006,8640,1,8640,990000148761,1
10205,99310146,200006,8640,1,8640,990000148721,1
10212,99330084,200006,8640,1,8640,990000148661,1
10228,99610047,200006,8640,1,8640,990000148551,1
10231,99610050,1A1501,105840,1,105840,990000148282,5
10232,99610050,1B2201,28080,1,28080,990000148283,4
10250,99630046,1B2201,28080,1,28080,990000148812,4
10256,99650011,1A1501,105840,1,105840,990000147772,5
10257,99650011,1B2201,28080,1,28080,990000147773,4
10275,99750036,200071,16200,1,16200,990000148691,2
10283,99910008,200006,8640,1,8640,990000147251,1
10290,101110050,1A1601,82080,1,82080,20001631871,3
10296,101120011,1B2201,28080,1,28080,1010000055951,4
10303,101120078,200006,8640,1,8640,1010000056302,1
10309,101150075,200071,16200,1,16200,1430000219331,2
10315,101250054,200071,16200,1,16200,100001129501,2
10323,101310047,200071,16200,1,16200,650000070303,2
10332,101410031,200006,8640,1,8640,1010000056181,1
10340,101540004,200006,8640,1,8640,1010000055611,1
10342,101630021,200006,8640,1,8640,1010000056031,1
10439,104710127,200006,8640,1,8640,1040000427201,1
10441,104710127,200071,16200,1,16200,1040000427203,2
10443,104730024,1B2201,28080,1,28080,1430000222721,4
10459,108150037,200006,8640,1,8640,1080000033191,1
10464,108310018,200006,8640,1,8640,1080000033081,1
10467,108410069,1A1601,82080,1,82080,730000108031,3
10481,108650006,200006,8640,1,8640,1080000033021,1
10490,109110062,1B2201,28080,1,28080,1090000497524,4
10500,109310083,200071,16200,1,16200,1090000498522,2
10506,109310083,200071,16200,1,16200,1090000501331,2
10521,109620063,200071,16200,1,16200,1090000499451,2
10524,110120047,200006,8640,1,8640,1100000050441,1
10526,110120047,200071,16200,1,16200,1100000050561,2
10545,110810028,200006,8640,1,8640,1100000050461,1
10554,111130008,200006,8640,1,8640,1110000055261,1
10566,111130014,1A1501,105840,1,105840,1110000054312,5
10574,111130014,1B2201,28080,1,28080,1110000054320,4
10580,111230018,1A1501,105840,1,105840,1110000054071,5
10583,111230018,1B2201,28080,1,28080,1110000054074,4
10592,111310042,1A1501,105840,1,105840,320000506841,5
10594,111310042,1B2201,28080,1,28080,320000506843,4
10621,111630014,1A1501,105840,1,105840,1110000055111,5
10626,111710020,1A1601,82080,1,82080,1110000054062,3
10641,112150022,200006,8640,1,8640,1120000059171,1
10653,112330013,200006,8640,1,8640,1120000058831,1
10655,112340004,200006,8640,1,8640,1120000057711,1
10672,113110026,200071,16200,1,16200,1130000059102,2
10676,113120002,1B2201,28080,1,28080,1990000010651,4
10704,113630020,200006,8640,1,8640,1130000058951,1
10711,116110005,1B2201,28080,1,28080,1160000006061,4
10726,117110002,200071,16200,1,16200,1700000056961,2
10727,117150050,200006,8640,1,8640,1170000050821,1
10736,117450011,200006,8640,1,8640,600000132581,1
10741,118630008,200071,16200,1,16200,1180000016711,2
10752,119120046,1B2201,28080,1,28080,780000193782,4
10771,119150173,1A1501,105840,1,105840,1190000249862,5
10773,119150173,1B2201,28080,1,28080,1190000249864,4
10784,119150177,1A1501,105840,1,105840,1190000250902,5
10809,119250076,1A1601,82080,1,82080,1190000249642,3
10812,119250076,1B2201,28080,1,28080,1190000249645,4
10824,119310097,200071,16200,1,16200,1190000249691,2
10828,119330101,200071,16200,1,16200,1190000250391,2
10855,119410112,200006,8640,1,8640,1190000252081,1
10856,119410112,200006,8640,0,0,1190000252871,0
10861,119410113,1A1501,105840,1,105840,1190000251782,5
10865,119410113,1B2201,28080,1,28080,1190000251786,4
10881,119450036,1A1601,82080,1,82080,1190000251032,3
10885,119450036,1B2201,28080,1,28080,1190000251036,4
10936,120110101,1B2201,28080,1,28080,560000099765,4
10942,120110124,200071,16200,1,16200,1200000288701,2
10945,120120201,1B2201,28080,1,28080,530000900751,4
10951,120120207,1A1501,105840,1,105840,1200000288931,5
10952,120120207,1B2201,28080,1,28080,1200000288932,4
10964,120150075,200071,16200,1,16200,380000322091,2
10966,120150104,1B2201,28080,1,28080,2240000011482,4
10972,120150120,200071,16200,1,16200,20001638111,2
10977,120150192,1A1501,105840,1,105840,1200000287491,5
10983,120150192,1B2201,28080,1,28080,1200000287497,4
10988,120150193,1A1501,105840,1,105840,1200000288711,5
10993,120150193,1B2201,28080,1,28080,1200000288716,4
11008,120220074,200071,16200,1,16200,1430000224241,2
11018,120220078,1B2201,28080,1,28080,530000901222,4
11021,120230051,1B2201,28080,1,28080,700000341191,4
11030,120250136,1A1501,105840,1,105840,1200000288471,5
11046,120320089,1B2201,28080,1,28080,1200000288672,4
11065,120410123,1B2201,28080,1,28080,1200000288593,4
11073,120410160,1B2201,28080,1,28080,1040000424971,4
11078,120410185,1B2201,28080,1,28080,530000898731,4
11105,120510031,1B2201,28080,1,28080,1200000288337,4
11112,120510065,200006,8640,1,8640,650000070681,1
11122,120510129,1B2201,28080,1,28080,1200000288872,4
11127,120630022,1B2201,28080,1,28080,30000235942,4
11135,120720065,200071,16200,1,16200,530000896811,2
11137,120720087,1A1501,105840,1,105840,1120000058211,5
11140,120720087,1B2201,28080,1,28080,1120000058214,4
11148,120730016,1B2201,28080,1,28080,530000900891,4
11161,120810052,1B2201,28080,2,56160,1200000288902,8
11174,120810120,1A1501,105840,1,105840,1200000287752,5
11175,120810120,1B2201,28080,1,28080,1200000287753,4
11185,120910050,1A1501,105840,1,105840,1200000288081,5
11200,121220018,200006,8640,1,8640,120000239681,1
11205,121410050,1B2201,28080,1,28080,1210000030801,4
11217,122250074,200071,16200,1,16200,1220000042532,2
11218,122250074,200006,8640,1,8640,1220000042533,1
11224,122410058,200071,16200,1,16200,1220000042351,2
11227,122410058,200006,8640,1,8640,1220000042641,1
11234,122410059,1A1501,105840,1,105840,1220000042421,5
11248,122620011,1B2201,28080,1,28080,1220000042971,4
11266,124250075,1A1501,105840,1,105840,1240000077882,5
11298,124410105,1A1501,105840,1,105840,1240000077992,5
11299,124410105,1B2201,28080,1,28080,1240000077993,4
11312,124430012,200071,16200,1,16200,1240000078101,2
11317,124620033,1A1501,105840,1,105840,1240000078162,5
11323,124630071,1B2201,28080,1,28080,1240000077982,4
11333,124730015,200071,16200,2,32400,1240000078242,4
11345,124810100,1A1601,82080,1,82080,1240000078472,3
11351,125630015,1A1601,82080,1,82080,1250000042052,3
11360,125810032,200071,16200,1,16200,1250000042561,2
11368,126330010,200006,8640,1,8640,1260000012221,1
11375,126610011,1A1501,105840,1,105840,1260000012262,5
11376,126610011,1B2201,28080,1,28080,1260000012263,4
11391,126730001,1B2201,28080,1,28080,1260000012363,4
11397,127150042,200071,16200,1,16200,1040000432181,2
11408,127450002,1B2201,28080,1,28080,550000201842,4
11413,128110003,200006,8640,1,8640,1280000031661,1
11418,128120046,200006,8640,1,8640,1280000031151,1
11425,128120052,1A1601,82080,1,82080,1280000031161,3
11439,128230011,200006,8640,1,8640,1280000031201,1
11445,128250005,200006,8640,1,8640,1280000031121,1
11448,128250028,200006,8640,1,8640,1280000031391,1
11459,128810026,1B2201,28080,1,28080,1280000031453,4
11468,129310032,200006,8640,1,8640,1290000052721,1
11470,129310035,200071,16200,1,16200,1290000051981,2
11493,129410023,1B2201,28080,1,28080,1290000052316,4
11506,129550007,200006,8640,1,8640,1290000052271,1
11518,131230012,200071,16200,1,16200,1310000051962,2
11527,131310029,1B2201,28080,1,28080,60000736701,4
11544,131710020,200006,8640,1,8640,1310000052481,1
11559,131720019,1B2201,28080,1,28080,1310000052248,4
11560,131720019,1A1501,105840,1,105840,1310000052249,5
11562,131910002,200006,8640,1,8640,1310000051951,1
11566,132120012,1B2201,28080,1,28080,450000351521,4
11575,132220014,1B2201,28080,1,28080,1320000039315,4
11587,132810001,200006,8640,1,8640,700000340171,1
11593,133330019,1A1501,105840,1,105840,1330000051902,5
11603,133430024,1A1501,105840,1,105840,1330000052611,5
11612,133520007,1A1501,105840,1,105840,630000723032,5
11624,133630056,1A1501,105840,1,105840,1330000052852,5
11627,133650010,200006,8640,1,8640,1330000053001,1
11629,133710052,200071,16200,1,16200,930000121431,2
11638,134110024,1B2201,28080,1,28080,1340000090361,4
11659,134310064,1A1601,82080,1,82080,1340000091182,3
11661,134310064,1B2201,28080,1,28080,1340000091184,4
11692,134650030,200006,8640,1,8640,1340000091721,1
11711,135120117,200006,8640,1,8640,630000728963,1
11719,135130074,1A1501,105840,1,105840,1350000177432,5
11730,135130076,1A1501,105840,1,105840,1350000180752,5
11741,135320016,200006,8640,1,8640,1350000176491,1
11755,135410149,1A1501,105840,1,105840,1350000180831,5
11759,135450035,200071,16200,1,16200,1350000176161,2
11760,135450035,200006,8640,1,8640,1350000176162,1
11778,135550016,200006,8640,1,8640,1350000177561,1
11781,135630059,200006,8640,1,8640,1350000176091,1
11785,135710066,200071,16200,1,16200,1350000176181,2
11801,135810048,200006,8640,1,8640,1350000176921,1
11810,136110027,200006,8640,1,8640,1360000067321,1
11824,136150034,1B2201,28080,1,28080,1360000068141,4
11831,136150059,1A1501,105840,1,105840,1360000067612,5
11845,136220034,200071,16200,1,16200,1360000067841,2
11851,136230026,200071,16200,1,16200,1360000068202,2
11860,136310076,200071,16200,1,16200,1360000067872,2
11866,136510053,1A1501,105840,1,105840,1360000067332,5
11868,136510053,1B2201,28080,1,28080,1360000067334,4
11894,136630029,1B2201,28080,1,28080,1360000067675,4
11923,137150045,200006,8640,1,8640,1370000029541,1
11927,137220017,200071,16200,1,16200,1370000030131,2
11935,137250036,1B2201,28080,1,28080,1370000030061,4
11940,137250038,200071,16200,1,16200,1370000029881,2
11942,137330019,200006,8640,1,8640,1370000030181,1
11945,137410021,1B2201,28080,1,28080,1370000029602,4
11952,137520008,200006,8640,1,8640,1370000029922,1
11963,137610021,200006,8640,1,8640,1370000030111,1
11970,137750002,1B2201,28080,1,28080,390000124905,4
11991,138110010,200071,16200,1,16200,1380000018921,2
12000,138120029,200071,16200,1,16200,1380000018791,2
12004,138150033,200071,16200,1,16200,1380000018941,2
12012,138250016,200071,16200,1,16200,1380000018651,2
12022,138410028,1A1501,105840,1,105840,1380000018992,5
12027,138610017,1A1501,105840,1,105840,1380000019001,5
12028,138610017,1B2201,28080,1,28080,1380000019002,4
12032,138610021,1A1501,105840,1,105840,1380000018422,5
12044,138620004,1A1601,82080,1,82080,1380000019012,3
12052,138810007,1B2201,28080,1,28080,550000201871,4
12076,139250024,1B2201,28080,1,28080,280000298201,4
12077,139250024,1B2201,28080,1,28080,280000298202,4
12085,139440006,200006,8640,1,8640,930000120641,1
12093,139620020,1A1501,105840,1,105840,1390000034892,5
12094,139620020,1B2201,28080,1,28080,1390000034893,4
12122,140150033,200006,8640,1,8640,1400000052661,1
12166,140250032,1A1501,105840,1,105840,1400000052161,5
12178,140410064,200006,8640,1,8640,1400000053341,1
12193,140720023,1A1501,105840,1,105840,1400000052102,5
12212,141110017,1B2201,28080,1,28080,1410000034343,4
12238,141630023,1A1501,105840,1,105840,1410000034232,5
12249,141730004,200006,8640,1,8640,1410000034151,1
12254,143110135,200071,16200,1,16200,1430000222111,2
12257,143110147,200006,8640,1,8640,1430000223311,1
12264,143110180,1A1501,105840,1,105840,1430000224211,5
12271,143110181,1A1601,82080,1,82080,1430000225621,3
12284,143120151,200006,8640,1,8640,1430000226721,1
12292,143120235,200006,8640,1,8640,1430000219971,1
12293,143120240,1B2201,28080,1,28080,1430000221171,4
12321,143120275,200071,16200,1,16200,1430000221121,2
12329,143120276,1A1601,82080,1,82080,1430000223651,3
12350,143150179,200071,16200,1,16200,1430000224171,2
12356,143150182,200071,16200,1,16200,1430000221101,2
12358,143150238,1B2201,28080,1,28080,1430000223291,4
12364,143150274,1A1501,105840,1,105840,1430000220591,5
12365,143150274,1B2201,28080,1,28080,1430000220592,4
12374,143150277,1A1601,82080,1,82080,1430000222791,3
12381,143150278,200006,8640,1,8640,1430000222581,1
12385,143150280,200006,8640,1,8640,1430000224131,1
12407,143210213,200071,16200,1,16200,1430000223721,2
12422,143210234,1A1501,105840,1,105840,1430000221192,5
12433,143210235,200071,16200,1,16200,1430000222782,2
12445,143210239,200071,16200,1,16200,1430000224453,2
12449,143220032,200006,8640,1,8640,1430000223661,1
12450,143220032,200071,16200,1,16200,1430000223662,2
12452,143220070,1A1501,105840,1,105840,1370000030041,5
12460,143220080,200006,8640,1,8640,1430000224931,1
12463,143220081,200006,8640,1,8640,1430000225882,1
12476,143250169,200006,8640,1,8640,1430000223791,1
12479,143250171,1A1601,82080,1,82080,1430000225032,3
12484,143250172,200006,8640,1,8640,1430000224791,1
12487,143310050,200006,8640,1,8640,1430000219291,1
12489,143310172,200006,8640,1,8640,380000323261,1
12493,143310228,200006,8640,1,8640,1430000220461,1
12495,143310229,200006,8640,1,8640,1430000221361,1
12497,143310230,200006,8640,1,8640,1430000222261,1
12500,143310231,1A1601,82080,1,82080,1430000223781,3
12509,143310233,1A1501,105840,1,105840,1430000224251,5
12526,143310235,1A1601,82080,1,82080,1430000224812,3
12528,143310236,200071,16200,1,16200,1430000227171,2
12537,143320076,1B2201,28080,1,28080,1940000025901,4
12556,143320131,200006,8640,1,8640,1430000221551,1
12566,143320132,200006,8640,1,8640,1430000223391,1
12571,143320134,1A1501,105840,1,105840,1430000223692,5
12584,143330056,200006,8640,1,8640,1430000226831,1
12587,143330104,200006,8640,1,8640,1430000219801,1
12591,143330106,1B2201,28080,1,28080,1430000221392,4
12593,143330120,1A1501,105840,1,105840,1430000219191,5
12602,143330123,200071,16200,1,16200,1430000227131,2
12608,143350018,1A1601,82080,1,82080,1430000220231,3
12615,143350019,200071,16200,1,16200,1430000224501,2
12618,143410126,200006,8640,1,8640,1430000226401,1
12624,143410132,1B2201,28080,1,28080,1430000221951,4
12644,143410257,200006,8640,1,8640,1430000219961,1
12649,143410260,1A1601,82080,1,82080,1430000222741,3
12662,143420015,200006,8640,1,8640,1430000226221,1
12683,143510162,1A1601,82080,1,82080,1430000220862,3
12691,143510164,1A1501,105840,1,105840,1430000224402,5
12706,143520020,200006,8640,1,8640,2050000006171,1
12721,143550038,1A1501,105840,1,105840,1430000219482,5
12732,143610119,1B2201,28080,1,28080,1430000225811,4
12737,143610124,1B2201,28080,1,28080,1430000222361,4
12741,143610133,200071,16200,1,16200,1430000221941,2
12744,143610136,1A1601,82080,1,82080,1430000219821,3
12757,143610138,1A1501,105840,1,105840,1430000222011,5
12778,143630108,200006,8640,1,8640,1430000224691,1
12792,143650055,200071,16200,1,16200,1430000224701,2
12795,143650056,200071,16200,1,16200,1430000224731,2
12822,143710157,200006,8640,1,8640,1430000222391,1
12832,143720111,1B2201,28080,1,28080,1430000223702,4
12839,143720123,200006,8640,1,8640,1430000221881,1
12843,143720125,1A1501,105840,1,105840,1430000222992,5
12846,143720126,1A1501,105840,1,105840,1430000224161,5
12858,143720127,1A1501,105840,1,105840,1430000226281,5
12866,143730033,1A1501,105840,1,105840,1430000222082,5
12876,143750067,200006,8640,1,8640,1430000221421,1
12877,143750068,1A1501,105840,1,105840,1430000224361,5
12882,143810133,200071,16200,1,16200,280000299631,2
12885,143810150,200006,8640,1,8640,1430000222291,1
12887,143810154,1B2201,28080,1,28080,1430000224782,4
12898,143810190,200071,16200,1,16200,1430000219601,2
12906,143810195,200006,8640,1,8640,1430000222321,1
12909,143810197,200006,8640,1,8640,1430000225771,1
12926,143850084,1A1601,82080,1,82080,1430000224001,3
12948,144410024,1A1501,105840,1,105840,1540000047241,5
12949,144410024,1B2201,28080,1,28080,1540000047242,4
12954,144720022,200006,8640,1,8640,1440000029731,1
12959,145220005,200006,8640,1,8640,1450000427561,1
12969,145450064,1A1601,82080,1,82080,1450000430312,3
13018,146210057,1A1601,82080,1,82080,1460000044741,3
13034,146610012,200006,8640,1,8640,1800000022271,1
13051,146810002,200071,16200,1,16200,1460000044621,2
13053,147220010,200071,16200,1,16200,1910000017171,2
13066,148110001,1B2201,28080,1,28080,1480000042693,4
13076,148310018,200071,16200,1,16200,1480000042941,2
13100,148630026,1A1501,105840,1,105840,1480000042732,5
13102,148630026,1B2201,28080,1,28080,1480000042734,4
13121,148850022,1A1501,105840,1,105840,1480000043412,5
13122,148850022,1B2201,28080,1,28080,1480000043413,4
13125,149110028,200006,8640,1,8640,1490000097431,1
13131,149120095,200071,16200,1,16200,1490000097471,2
13142,149120117,1B2201,28080,1,28080,1490000096464,4
13188,149310084,200071,16200,1,16200,1490000096281,2
13202,149510057,200006,8640,1,8640,1490000097371,1
13206,149510102,200071,16200,1,16200,1490000096331,2
13209,149510102,200071,16200,1,16200,1490000097171,2
13211,149510104,1A1601,82080,1,82080,1490000097311,3
13215,149520043,1A1601,82080,1,82080,1490000096002,3
13223,149610021,1B2201,28080,1,28080,1490000097093,4
13249,149910022,200006,8640,1,8640,1430000223011,1
13266,150150057,1A1501,105840,1,105840,1500000047992,5
13268,150150057,1B2201,28080,1,28080,1500000047994,4
13283,150250014,1B2201,28080,1,28080,1500000048364,4
13303,150710049,200006,8640,1,8640,1500000047931,1
13317,151230004,200006,8640,1,8640,1940000027191,1
13319,151810003,200006,8640,1,8640,1940000026921,1
13327,153140012,200006,8640,1,8640,1530000055771,1
13329,153220016,200006,8640,1,8640,1530000056731,1
13362,153610057,200006,8640,1,8640,1530000055451,1
13366,153630032,1A1601,82080,1,82080,1530000055911,3
13371,153730022,1B2201,28080,1,28080,1530000056021,4
13376,153850030,200006,8640,1,8640,1530000055941,1
13407,154210001,200071,16200,1,16200,1540000046551,2
13413,154230040,1A1501,105840,1,105840,1540000046561,5
13439,154410071,1A1601,82080,1,82080,1540000046382,3
13453,154430013,1A1501,105840,1,105840,1540000046402,5
13464,154510033,200006,8640,1,8640,1540000047481,1
13488,154750014,1B2201,28080,1,28080,1540000047232,4
13491,154810028,200071,16200,1,16200,1540000046951,2
13499,155210024,1B2201,28080,1,28080,1550000070033,4
13503,155210041,200006,8640,1,8640,1550000069941,1
13572,157150042,1B2201,28080,1,28080,1570000034065,4
13575,157210041,1A1601,82080,1,82080,1570000034021,3
13578,157230016,1B2201,28080,1,28080,1570000034131,4
13585,157510041,200006,8640,1,8640,1570000033881,1
13596,157720027,200006,8640,1,8640,1570000033931,1
13598,157750002,200006,8640,1,8640,1570000034071,1
13600,158120022,200006,8640,1,8640,1580000023431,1
13603,158810021,200071,16200,1,16200,1580000023261,2
13607,159120013,200071,16200,1,16200,1770000186311,2
13610,159120022,200006,8640,1,8640,1550000070491,1
13627,160110009,200071,16200,1,16200,1600000034431,2
13636,160520013,1A1501,105840,1,105840,1600000034481,5
13638,160520013,1B2201,28080,1,28080,1600000034483,4
13644,160710002,1B2201,28080,1,28080,1600000034241,4
13656,160810005,1B2201,28080,1,28080,1600000034221,4
13663,160810026,200071,16200,1,16200,1600000033821,2
13669,161550003,200006,8640,1,8640,2090000015451,1
13670,161550003,200071,16200,1,16200,2090000015452,2
13672,162110065,200006,8640,2,17280,1620000239561,2
13676,162110065,1B2201,28080,1,28080,1620000239565,4
13680,162110083,200006,8640,1,8640,1620000242052,1
13682,162120050,200006,8640,1,8640,110000408421,1
13683,162120110,200006,8640,1,8640,1770000187521,1
13695,162120242,1A1501,105840,1,105840,1620000243592,5
13697,162120243,1A1501,105840,1,105840,1620000244521,5
13699,162120244,200006,8640,1,8640,1620000245181,1
13711,162150075,1B2201,28080,1,28080,350000638501,4
13722,162150090,1B2201,28080,1,28080,1620000236906,4
13728,162150235,1A1601,82080,1,82080,1620000238081,3
13738,162150236,200071,16200,1,16200,1620000238152,2
13740,162150236,1A1501,105840,1,105840,1620000240241,5
