,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア
13750,162150237,200006,8640,1,8640,1620000238661,1
13753,162150238,1A1601,82080,1,82080,1620000242881,3
13761,162150239,1A1501,105840,1,105840,1620000243202,5
13784,162210193,1A1501,105840,1,105840,1620000240261,5
13798,162210194,1A1501,105840,1,105840,1620000241382,5
13803,162210194,1B2201,28080,1,28080,1620000241387,4
13812,162210196,1A1501,105840,1,105840,1620000245212,5
13813,162210196,1B2201,28080,1,28080,1620000245213,4
13823,162230053,200006,8640,1,8640,1620000236651,1
13828,162230078,200006,8640,1,8640,1620000243311,1
13837,162310129,1A1601,82080,1,82080,1620000238852,3
13847,162310130,200006,8640,1,8640,1620000243541,1
13851,162320063,200006,8640,1,8640,1620000237931,1
13861,162330048,1A1501,105840,1,105840,1620000238832,5
13882,162410160,200071,16200,1,16200,1620000238161,2
13888,162410225,200006,8640,1,8640,1620000243411,1
13904,162450064,200006,8640,1,8640,1620000238351,1
13915,162510062,200006,8640,2,17280,1620000236401,2
13918,162510156,200006,8640,1,8640,1620000240271,1
13930,162610134,1A1501,105840,1,105840,1620000240812,5
13933,162610134,1B2201,28080,1,28080,1620000240815,4
13942,162620032,1B2201,28080,1,28080,1620000238111,4
13956,162630161,1A1501,105840,1,105840,1620000239191,5
13975,162720048,200006,8640,1,8640,1620000244771,1
13988,162750052,1B2201,28080,1,28080,1730000028681,4
13994,162810047,200071,16200,1,16200,1430000221431,2
14002,162810194,1A1501,105840,1,105840,1620000240351,5
14003,162810194,1B2201,28080,1,28080,1620000240352,4
14014,162810196,1A1501,105840,1,105840,1620000242311,5
14026,162810197,200006,8640,1,8640,1620000244391,1
14031,162850088,1A1501,105840,1,105840,1620000242862,5
14032,162850088,1B2201,28080,1,28080,1620000242863,4
14043,162910051,1A1601,82080,1,82080,1620000243081,3
14057,163230011,1A1501,105840,1,105840,1630000037341,5
14073,163420002,1B2201,28080,1,28080,1630000037301,4
14087,166250008,200006,8640,1,8640,1660000028961,1
14094,166710055,1A1501,105840,1,105840,1660000029052,5
14105,167120046,1A1501,105840,1,105840,2580000001412,5
14106,167120046,1B2201,28080,1,28080,2580000001413,4
14119,167720003,200071,16200,1,16200,2480000000431,2
14121,168110007,200071,16200,1,16200,1680000017361,2
14127,168120030,1A1501,105840,1,105840,1120000058632,5
14137,168220009,1A1501,105840,1,105840,1680000017442,5
14153,168250010,200071,16200,1,16200,1680000017334,2
14159,168610011,200071,16200,1,16200,1680000017211,2
14162,168710014,200006,8640,1,8640,1680000017291,1
14169,168720013,200006,8640,1,8640,1680000017412,1
14180,168850007,200071,16200,1,16200,1680000017501,2
14183,170110029,200071,16200,1,16200,1700000056882,2
14190,170120001,1B2201,28080,1,28080,1700000056601,4
14212,170150074,200006,8640,1,8640,1700000056721,1
14216,170150075,1A1501,105840,1,105840,1700000056812,5
14218,170150076,1A1601,82080,1,82080,1700000056861,3
14227,170220025,1B2201,28080,1,28080,1700000056072,4
14234,170230021,1B2201,28080,1,28080,1700000056211,4
14268,170310053,200071,16200,1,16200,1700000056084,2
14272,170320060,1A1601,82080,1,82080,1700000056621,3
14277,170410056,200006,8640,1,8640,600000131851,1
14278,170410056,200071,16200,1,16200,600000131852,2
14281,170410056,1A1501,105840,1,105840,600000132531,5
14300,170420002,200006,8640,1,8640,1700000055431,1
14311,170510028,1B2201,28080,1,28080,1700000056542,4
14316,170510036,1B2201,28080,1,28080,1700000056391,4
14321,170610003,200006,8640,1,8640,1700000055461,1
14331,170710044,200071,16200,1,16200,1700000057051,2
14333,170720027,1B2201,28080,1,28080,1700000055542,4
14347,170810036,1B2201,28080,1,28080,1700000056904,4
14357,170850022,1B2201,28080,1,28080,1700000056171,4
14364,171210013,200006,8640,1,8640,2520000000041,1
14374,173110026,1B2201,28080,1,28080,1730000028333,4
14380,173120054,200006,8640,1,8640,1730000028381,1
14389,173710035,1B2201,28080,1,28080,1730000028491,4
14394,173720029,1A1601,82080,1,82080,1730000028582,3
14395,173720029,1B2201,28080,1,28080,1730000028583,4
14406,173850017,200071,16200,1,16200,1730000028561,2
14415,174110019,200071,16200,1,16200,710000188611,2
14438,174210005,1B2201,28080,1,28080,1740000034708,4
14439,174250001,200071,16200,1,16200,1740000034981,2
14444,174330006,1B2201,28080,1,28080,1740000035413,4
14456,174550007,1B2201,28080,1,28080,1740000034716,4
14457,174650008,1B2201,28080,1,28080,1740000035291,4
14462,174710024,1B2201,28080,1,28080,1740000035571,4
14467,174810020,200006,8640,1,8640,1280000031631,1
14469,174810020,200071,16200,1,16200,1280000031633,2
14499,175810008,200006,8640,1,8640,1750000019571,1
14506,175850012,200071,16200,1,16200,1750000019913,2
14519,176810019,1A1601,82080,1,82080,1760000015962,3
14525,176910010,1A1501,105840,1,105840,1760000016142,5
14527,176910010,1B2201,28080,1,28080,1760000016144,4
14539,177110038,1B2201,28080,1,28080,1770000191091,4
14546,177120058,200006,8640,1,8640,2360000005401,1
14549,177120064,1B2201,28080,1,28080,1770000189402,4
14579,177130067,1B2201,28080,1,28080,1770000188653,4
14605,177210032,200006,8640,1,8640,1770000187193,1
14610,177210150,200006,8640,1,8640,1770000190531,1
14611,177210150,200071,16200,1,16200,1770000190532,2
14619,177210157,200006,8640,1,8640,1770000188131,1
14621,177210157,200071,16200,1,16200,1770000188891,2
14626,177220073,200071,16200,1,16200,1770000186381,2
14631,177220074,200071,16200,1,16200,1770000189871,2
14640,177250042,1B2201,28080,1,28080,1770000184753,4
14655,177310052,200006,8640,1,8640,1770000188081,1
14690,177330042,1A1501,105840,1,105840,1770000186012,5
14714,177410121,1B2201,28080,1,28080,630000730001,4
14722,177412091,200006,8640,1,8640,1770000186701,1
14730,177430030,1B2201,28080,1,28080,1770000188722,4
14736,177520073,1A1501,105840,1,105840,1770000187551,5
14749,177550017,1B2201,28080,1,28080,1770000185781,4
14761,177630034,200006,8640,1,8640,1770000186941,1
14769,177630097,1A1501,105840,1,105840,1770000189122,5
14771,177630097,1B2201,28080,1,28080,1770000189124,4
14779,177710085,1A1501,105840,1,105840,1770000187811,5
14780,177710085,1B2201,28080,1,28080,1770000187812,4
14792,177750034,1B2201,28080,1,28080,1770000191121,4
14800,177810092,200006,8640,1,8640,1770000189621,1
14804,177810100,200006,8640,1,8640,1770000185362,1
14808,177810100,1B2201,28080,1,28080,1770000185366,4
14837,177810141,200071,16200,1,16200,1770000185032,2
14838,177810141,200006,8640,1,8640,1770000185033,1
14867,177810146,1A1501,105840,1,105840,1770000185001,5
14870,177830010,1B2201,28080,1,28080,1770000189272,4
14884,177850056,1B2201,28080,1,28080,1770000190564,4
14892,177850065,1A1501,105840,1,105840,1770000189742,5
14896,178150025,1A1501,105840,1,105840,1780000016172,5
14898,178150025,1B2201,28080,1,28080,1780000016174,4
14912,178310009,1B2201,28080,1,28080,1780000016131,4
14918,178320016,1A1501,105840,1,105840,1780000016062,5
14934,178710036,1A1501,105840,1,105840,1780000016002,5
14936,178710036,1B2201,28080,1,28080,1780000016004,4
14951,179120030,200071,16200,1,16200,1790000019641,2
14961,179250020,200006,8640,1,8640,1790000019011,1
14967,179310023,1A1501,105840,1,105840,1790000019171,5
14968,179310023,1B2201,28080,1,28080,1790000019172,4
14982,179310024,200071,16200,1,16200,1790000019273,2
14991,179650011,1A1501,105840,1,105840,1790000019131,5
14998,179650011,1B2201,28080,1,28080,1790000019138,4
15025,180220007,200006,8640,1,8640,550000202451,1
15028,180320027,200071,16200,1,16200,1800000022741,2
15031,180320027,200071,16200,1,16200,1800000023131,2
15036,180330022,1A1501,105840,1,105840,1800000022902,5
15037,180330022,1B2201,28080,1,28080,1800000022903,4
15048,180340007,200006,8640,1,8640,1800000022931,1
15049,180340009,200006,8640,1,8640,1800000022711,1
15053,180620015,200071,16200,1,16200,1800000022691,2
15058,180620015,200071,16200,1,16200,1800000022841,2
15063,180620015,200006,8640,1,8640,1800000022961,1
15067,180630009,200006,8640,1,8640,1800000022821,1
15073,180850011,200006,8640,1,8640,1800000022331,1
15085,181250017,1A1501,105840,1,105840,1810000041631,5
15087,181250017,1B2201,28080,1,28080,1810000041633,4
15110,181610023,1A1501,105840,1,105840,1810000042502,5
15120,181710006,200006,8640,1,8640,2170000003851,1
15127,181850016,1B2201,28080,1,28080,1810000042201,4
15136,183110028,1A1501,105840,1,105840,1830000023782,5
15177,183510015,200006,8640,1,8640,1830000023191,1
15189,183620008,1A1601,82080,1,82080,1830000023481,3
15195,184610011,1B2201,28080,1,28080,1380000018851,4
15209,185130004,200006,8640,1,8640,1850000011591,1
15216,185510002,1B2201,28080,1,28080,1850000011762,4
15227,185710009,200006,8640,1,8640,1850000011461,1
15230,185710010,200006,8640,1,8640,1850000011491,1
15234,185710011,1A1601,82080,1,82080,1850000011522,3
15241,185810008,1A1501,105840,1,105840,1850000011372,5
15268,186520006,1B2201,28080,1,28080,1860000006771,4
15291,188120041,200071,16200,1,16200,1880000023702,2
15294,188120042,1A1501,105840,1,105840,1880000023792,5
15296,188120042,1B2201,28080,1,28080,1880000023794,4
15301,188150019,1B2201,28080,1,28080,1880000024031,4
15333,188540003,200006,8640,1,8640,1880000023331,1
15341,188610021,1A1601,82080,1,82080,1880000024041,3
15349,188710010,200006,8640,1,8640,1880000023461,1
15360,188810002,1B2201,28080,1,28080,1880000023523,4
15373,188810013,1B2201,28080,1,28080,1880000023747,4
15383,188810025,200006,8640,1,8640,1880000023801,1
15386,189120010,200006,8640,1,8640,1890000028121,1
15395,189120045,200006,8640,1,8640,1890000028441,1
15398,189120046,200071,16200,1,16200,1890000028412,2
15411,189210037,1A1601,82080,1,82080,1890000027992,3
15413,189210037,1B2201,28080,1,28080,1890000027994,4
15444,190230012,1A1501,105840,1,105840,1900000015102,5
15467,190320009,1A1601,82080,1,82080,1900000015681,3
15479,190610007,1B2201,28080,1,28080,1900000014995,4
15484,190610008,1B2201,28080,1,28080,1900000015314,4
15497,190750006,1B2201,28080,1,28080,1900000015365,4
15501,191110021,1A1501,105840,1,105840,1910000017481,5
15503,191110021,1B2201,28080,1,28080,1910000017483,4
15513,191120015,1B2201,28080,1,28080,1910000017673,4
15530,191150014,1B2201,28080,1,28080,1910000017984,4
15536,191150017,1B2201,28080,1,28080,1910000017972,4
15543,191210023,1A1501,105840,1,105840,1910000017881,5
15545,191210023,1B2201,28080,1,28080,1910000017883,4
15548,191230010,1A1501,105840,1,105840,1910000017501,5
15551,191230010,1B2201,28080,1,28080,1910000017504,4
15568,191320015,1B2201,28080,1,28080,1910000017688,4
15581,191410031,1A1501,105840,1,105840,1910000017991,5
15593,191650008,1A1501,105840,1,105840,1910000018121,5
15598,192210016,1A1501,105840,1,105840,1920000022411,5
15600,192210016,1B2201,28080,1,28080,1920000022413,4
15603,192220012,1A1601,82080,1,82080,1920000022102,3
15618,192320023,200071,16200,1,16200,1920000022302,2
15643,192610006,1B2201,28080,1,28080,1920000022431,4
15645,192710007,200071,16200,1,16200,1920000022441,2
15651,192710024,200006,8640,1,8640,1920000021471,1
15676,194110020,200071,16200,1,16200,1940000026471,2
15689,194120041,1A1501,105840,1,105840,1940000026071,5
15698,194130003,1B2201,28080,1,28080,550000200501,4
15703,194140006,1A1501,105840,1,105840,1940000027221,5
15708,194140006,1B2201,28080,1,28080,1940000027226,4
15710,194250025,200006,8640,1,8640,1940000026551,1
15735,194330017,1B2201,28080,1,28080,1940000026571,4
15737,194330025,1A1601,82080,1,82080,1940000026771,3
15761,194410042,1A1601,82080,1,82080,1940000027232,3
15769,194440007,1A1501,105840,1,105840,1940000026412,5
15795,194610007,1B2201,28080,1,28080,1940000026171,4
15805,194610019,1A1501,105840,1,105840,1940000027691,5
15811,194810007,1B2201,28080,1,28080,1940000027051,4
15815,194810023,1A1501,105840,1,105840,1940000026621,5
15820,194830002,200006,8640,1,8640,1940000025891,1
15826,194850015,200006,8640,1,8640,1940000026461,1
15830,196320004,200006,8640,1,8640,1210000030601,1
15845,198150068,1A1501,105840,1,105840,1980000038101,5
15848,198150068,1B2201,28080,1,28080,1980000038104,4
15864,198230020,200006,8640,1,8640,1980000037881,1
15885,198310038,1A1601,82080,1,82080,1980000037802,3
15891,198330008,1A1601,82080,1,82080,1980000038831,3
15897,198410088,200071,16200,1,16200,1980000037741,2
15901,198410088,200071,16200,1,16200,1980000038171,2
15903,198450007,200006,8640,1,8640,1980000038761,1
15920,198610037,1A1501,105840,1,105840,1980000037921,5
15922,198610037,1B2201,28080,1,28080,1980000037923,4
15933,198610038,200071,16200,1,16200,1980000038781,2
15936,198650005,200071,16200,1,16200,1980000037481,2
15942,198710034,200071,16200,1,16200,1980000037511,2
15945,198720021,1B2201,28080,1,28080,1980000037761,4
15971,199550001,200006,8640,1,8640,1990000010971,1
15987,200120037,200006,8640,1,8640,2000000019221,1
15998,200210032,200006,8640,1,8640,2000000018861,1
16010,200410060,1A1601,82080,1,82080,2000000019451,3
16014,200450003,1B2201,28080,1,28080,2000000019402,4
16015,200510023,200006,8640,1,8640,2000000019281,1
16027,200720012,200006,8640,1,8640,1990000010771,1
16035,201120024,200071,16200,1,16200,2010000017552,2
16047,201220011,1A1501,105840,1,105840,2010000017522,5
16049,201220011,1B2201,28080,1,28080,2010000017524,4
16052,201310009,200071,16200,1,16200,30000235321,2
16062,201320004,1B2201,28080,1,28080,2010000017391,4
16081,201610002,200071,16200,1,16200,340000051701,2
16097,202120014,1B2201,28080,1,28080,2020000013581,4
16109,202220007,1B2201,28080,1,28080,2020000013781,4
16118,202250018,200006,8640,1,8640,2020000013671,1
16120,202310008,1B2201,28080,1,28080,2020000013251,4
16147,202610007,200071,16200,1,16200,2020000014111,2
16168,202720014,1A1501,105840,1,105840,2020000014042,5
16169,202720014,1B2201,28080,1,28080,2020000014043,4
16195,203150016,200006,8640,1,8640,2030000017471,1
16198,203150024,1B2201,28080,1,28080,630000730681,4
16205,203150033,200071,16200,1,16200,2030000017811,2
16214,203440006,1A1501,105840,1,105840,340000051982,5
16219,203440006,200071,16200,1,16200,2030000016961,2
16240,204120018,1B2201,28080,1,28080,2340000002964,4
16250,204220004,200071,16200,1,16200,2040000009381,2
16254,204310013,200006,8640,1,8640,2040000009572,1
16262,204510005,1B2201,28080,1,28080,2040000009501,4
16279,205120009,200006,8640,1,8640,2050000006521,1
16281,205250005,200071,16200,1,16200,2050000006331,2
16301,205810004,1B2201,28080,1,28080,2050000006012,4
16306,205850002,1A1501,105840,1,105840,2050000006441,5
16310,207110007,1B2201,28080,1,28080,2070000014991,4
16318,207310008,200071,16200,1,16200,2070000015141,2
16331,207620002,200071,16200,1,16200,2070000014671,2
16332,207650006,1A1501,105840,1,105840,2070000014731,5
16348,207810026,1A1501,105840,1,105840,2070000014701,5
16376,208710008,200006,8640,1,8640,2080000015211,1
16379,209110013,200071,16200,1,16200,2090000014681,2
16383,209110014,200071,16200,1,16200,2090000014842,2
16386,209130002,200006,8640,1,8640,1940000027331,1
16396,209150022,200006,8640,1,8640,2090000013981,1
16404,209210017,1A1501,105840,1,105840,2090000013991,5
16407,209210017,1B2201,28080,1,28080,2090000013994,4
16413,209220006,1B2201,28080,1,28080,2090000014981,4
16419,209220011,200071,16200,1,16200,2090000013951,2
16423,209220011,200071,16200,1,16200,2090000015381,2
16425,209230004,1A1501,105840,1,105840,2090000013962,5
16427,209230004,1B2201,28080,1,28080,2090000013964,4
16451,209320016,1B2201,28080,1,28080,2090000014575,4
16474,209410024,200071,16200,1,16200,1430000224371,2
16476,209410025,200071,16200,1,16200,2090000015121,2
16501,209630004,1B2201,28080,1,28080,2090000014394,4
16506,209630011,1B2201,28080,1,28080,2090000013693,4
16520,209720008,1B2201,28080,1,28080,2090000013935,4
16529,209720009,1B2201,28080,1,28080,2090000015264,4
16532,209750007,200006,8640,1,8640,2090000014191,1
16538,209810001,1B2201,28080,1,28080,2090000013875,4
16548,209810019,1A1501,105840,1,105840,2090000014151,5
16551,209810019,1B2201,28080,1,28080,2090000014154,4
16559,209810020,200006,8640,1,8640,2090000014781,1
16567,209850007,1A1601,82080,1,82080,2090000014772,3
16571,209850008,1A1501,105840,1,105840,2090000014892,5
16573,209850008,1B2201,28080,1,28080,2090000014894,4
16576,210210002,1B2201,28080,1,28080,2100000010222,4
16584,210210022,200006,8640,1,8640,2100000010342,1
16594,210650007,1A1501,105840,1,105840,2100000010112,5
16596,210650007,1B2201,28080,1,28080,2100000010114,4
16610,210720023,1A1601,82080,1,82080,2100000010512,3
16620,211120034,200006,8640,1,8640,2110000022301,1
16627,211120039,1A1501,105840,1,105840,2110000022721,5
16639,211210014,1B2201,28080,1,28080,2110000021481,4
16645,211210035,1A1501,105840,1,105840,2110000021921,5
16656,211230009,1A1601,82080,1,82080,2110000022151,3
16667,211310023,1A1501,105840,1,105840,2110000021622,5
16708,211620015,200006,8640,1,8640,2110000022382,1
16713,211710017,1A1501,105840,1,105840,2110000021632,5
16726,211810001,200071,16200,1,16200,2110000022541,2
16729,211810016,200006,8640,1,8640,2110000022441,1
16734,212110019,1A1601,82080,1,82080,2120000018982,3
16744,212120046,1A1501,105840,1,105840,2120000019432,5
16750,212130004,200006,8640,1,8640,2120000019282,1
16755,212150033,200006,8640,1,8640,2120000019401,1
16768,212350003,200071,16200,1,16200,2120000019652,2
16790,213150003,1B2201,28080,1,28080,2130000011854,4
16794,213210019,1A1501,105840,1,105840,2130000012402,5
16795,213210019,1B2201,28080,1,28080,2130000012403,4
16800,213230006,1A1501,105840,1,105840,2130000011502,5
16802,213230006,1B2201,28080,1,28080,2130000011504,4
16818,213450008,1A1601,82080,1,82080,2130000011652,3
16842,213520004,1A1501,105840,1,105840,2130000012232,5
16844,213520004,1B2201,28080,1,28080,2130000012234,4
16846,213610010,200071,16200,1,16200,2130000011541,2
16851,213610010,200071,16200,1,16200,2130000012471,2
16857,213620008,1B2201,28080,1,28080,2130000011913,4
16880,213710009,200006,8640,1,8640,2130000012181,1
16884,213730003,200071,16200,1,16200,2130000011722,2
16887,213730003,1A1501,105840,1,105840,2130000012011,5
16888,213730003,1B2201,28080,1,28080,2130000012012,4
16907,213750003,1A1601,82080,1,82080,2130000011572,3
16947,214210007,1A1601,82080,1,82080,2140000004532,3
16949,214310007,1A1601,82080,1,82080,2140000004331,3
16960,214510002,1B2201,28080,1,28080,2140000004581,4
16969,214510005,1A1501,105840,1,105840,2140000004702,5
16987,215220012,200006,8640,1,8640,2310000004081,1
17013,215720001,1B2201,28080,1,28080,2150000009902,4
17020,215810004,1B2201,28080,1,28080,2150000010171,4
17031,216150015,1A1501,105840,1,105840,2160000005962,5
17043,216250004,1A1501,105840,1,105840,2160000006041,5
17045,216250004,1B2201,28080,1,28080,2160000006043,4
17058,216510008,1A1501,105840,1,105840,2160000005702,5
17069,216750003,1A1601,82080,1,82080,2160000005982,3
17113,217510005,1A1501,105840,1,105840,2170000003291,5
17137,217710007,200006,8640,1,8640,2170000003741,1
17150,218430002,200006,8640,1,8640,630000727571,1
17155,218550003,1B2201,28080,1,28080,2180000012082,4
17158,218720006,200006,8640,1,8640,2180000011741,1
17166,219110018,1A1501,105840,1,105840,2190000016411,5
17170,219110018,1B2201,28080,1,28080,2190000016415,4
17179,219120037,200006,8640,1,8640,2190000016591,1
17182,219130005,1B2201,28080,1,28080,2190000017062,4
17196,219310012,1A1501,105840,1,105840,2190000017111,5
17200,219310012,1B2201,28080,1,28080,2190000017115,4
17201,219320017,200006,8640,1,8640,2190000017291,1
17218,219620008,1A1501,105840,1,105840,2190000015861,5
17238,219850001,200006,8640,1,8640,2190000016491,1
17242,220110015,1B2201,28080,1,28080,2200000020692,4
17251,220210025,1B2201,28080,1,28080,2200000020493,4
17312,220610011,200071,16200,1,16200,2200000020991,2
17323,220710019,1A1501,105840,1,105840,2200000019812,5
17324,220710019,1B2201,28080,1,28080,2200000019813,4
17388,221150008,1A1501,105840,1,105840,2210000004942,5
17401,221210009,1A1501,105840,1,105840,2210000005381,5
17405,221210009,1B2201,28080,1,28080,2210000005385,4
17412,221250003,1B2201,28080,1,28080,2210000005143,4
17416,221310006,1A1501,105840,1,105840,2210000004971,5
17420,221310006,1B2201,28080,1,28080,2210000004975,4
17431,221320016,200006,8640,1,8640,2210000005101,1
17449,221510004,1A1501,105840,1,105840,2210000005001,5
17453,221510004,1B2201,28080,1,28080,2210000005005,4
17457,221620004,1A1501,105840,1,105840,2210000005151,5
17461,221620004,1B2201,28080,1,28080,2210000005155,4
17471,221710005,1B2201,28080,1,28080,2210000004905,4
17477,221720005,1A1501,105840,1,105840,2210000005272,5
17479,221720005,1B2201,28080,1,28080,2210000005274,4
17491,221810006,1B2201,28080,1,28080,2210000004985,4
17498,221810007,1B2201,28080,1,28080,2210000004745,4
17522,222320009,200071,16200,1,16200,2220000014831,2
17525,222430004,200071,16200,1,16200,2220000016221,2
17531,222450002,1A1501,105840,1,105840,2220000015671,5
17537,222540003,1B2201,28080,1,28080,2220000016091,4
17544,222630007,1A1501,105840,1,105840,2220000014721,5
17546,222630007,1B2201,28080,1,28080,2220000014723,4
17569,222730003,200071,16200,1,16200,2220000015853,2
17570,222730003,200006,8640,1,8640,2220000015854,1
17584,222850005,1A1501,105840,1,105840,2220000015061,5
17586,222850005,1B2201,28080,1,28080,2220000015063,4
17597,224120015,1A1501,105840,1,105840,2240000010702,5
17599,224120015,1B2201,28080,1,28080,2240000010704,4
17618,224220005,1B2201,28080,1,28080,2240000011203,4
17643,224430001,1B2201,28080,1,28080,2240000010957,4
17653,224510020,1A1501,105840,1,105840,2240000010922,5
17654,224510020,1B2201,28080,1,28080,2240000010923,4
17676,224710007,1B2201,28080,1,28080,2240000011334,4
17680,224710009,1A1501,105840,1,105840,2240000010722,5
17682,224710009,1B2201,28080,1,28080,2240000010724,4
17700,224730005,1A1501,105840,1,105840,2240000011232,5
17701,224730005,1B2201,28080,1,28080,2240000011233,4
17711,224810014,1B2201,28080,1,28080,2240000011102,4
17724,225110027,1A1601,82080,1,82080,2250000027402,3
17744,225130007,1B2201,28080,1,28080,2250000027872,4
17753,225150038,1A1501,105840,1,105840,2250000026841,5
17788,225310079,1A1501,105840,1,105840,2250000027951,5
17789,225310079,1B2201,28080,1,28080,2250000027952,4
17794,225410026,1B2201,28080,1,28080,2250000028002,4
17810,225530002,1A1501,105840,1,105840,2250000027011,5
17823,225710005,1B2201,28080,1,28080,2250000026581,4
17834,225720008,1A1601,82080,1,82080,2250000026693,3
17858,229520002,1B2201,28080,1,28080,2290000007073,4
17865,229610007,1A1501,105840,1,105840,2290000007221,5
17878,230330004,200006,8640,1,8640,2300000002431,1
17886,230650001,200006,8640,1,8640,2300000002385,1
17903,231250006,1A1501,105840,1,105840,2310000003961,5
17905,231250006,1B2201,28080,1,28080,2310000003963,4
17918,231410006,1A1501,105840,1,105840,2310000004072,5
17921,231410006,1B2201,28080,1,28080,2310000004075,4
17942,234130002,1A1501,105840,1,105840,2340000002912,5
17944,234150004,1A1501,105840,1,105840,2340000002921,5
17951,234210007,1B2201,28080,1,28080,2340000002105,4
17996,234620003,200006,8640,1,8640,2340000002522,1
18013,234710001,1A1501,105840,1,105840,2340000002532,5
18026,235150013,200006,8640,1,8640,2350000008471,1
18030,235210006,1B2201,28080,1,28080,2350000008151,4
18035,235210018,200006,8640,1,8640,2350000008001,1
18054,235350001,1A1501,105840,1,105840,2350000008182,5
18055,235350001,1B2201,28080,1,28080,2350000008183,4
18059,235520004,1A1501,105840,1,105840,2350000008632,5
18074,235710001,1B2201,28080,1,28080,2350000008494,4
18082,235810006,200006,8640,1,8640,2350000008011,1
18093,235810021,200006,8640,1,8640,2350000008301,1
18103,236230002,1B2201,28080,1,28080,2360000004682,4
18107,236230006,200071,16200,1,16200,2360000004791,2
18118,236330005,1A1501,105840,1,105840,2360000005072,5
18120,236330005,1B2201,28080,1,28080,2360000005074,4
18131,236510012,1A1501,105840,1,105840,2360000005382,5
18137,236630012,200006,8640,1,8640,2360000005061,1
18144,236850003,1A1501,105840,1,105840,2360000004742,5
18167,238220001,200006,8640,1,8640,2380000000321,1
18185,238720001,1A1501,105840,1,105840,2380000000251,5
18194,238910001,200071,16200,1,16200,2380000000351,2
18229,240410006,1A1601,82080,1,82080,2400000004282,3
18254,241120010,1B2201,28080,1,28080,2410000007352,4
18297,241510006,1A1501,105840,1,105840,2410000006561,5
18299,241510006,1B2201,28080,1,28080,2410000006563,4
18316,241630008,1A1501,105840,1,105840,2410000007261,5
18318,241630008,1B2201,28080,1,28080,2410000007263,4
18346,248230001,1A1501,105840,1,105840,2480000000102,5
18350,248230001,1B2201,28080,1,28080,2480000000106,4
18359,248310001,200071,16200,1,16200,2480000000341,2
18366,248610001,1A1501,105840,1,105840,2480000000221,5
18369,248610001,1B2201,28080,1,28080,2480000000224,4
18380,252810001,200071,16200,1,16200,2520000000051,2
18391,258510001,1A1501,105840,1,105840,2580000001372,5
18410,T00256629,200071,16200,1,16200,160000640651,2
18416,T00258109,200006,8640,1,8640,610000064401,1
18418,T00258573,200006,8640,1,8640,2090000014791,1
18424,T00259794,200006,8640,1,8640,720000099371,1
18426,T00259825,200071,16200,1,16200,1440000029632,2
18430,T00259924,200071,16200,1,16200,530000903172,2
18432,T00259953,200006,8640,1,8640,320000507631,1
18436,T00260188,200006,8640,1,8640,2110000023211,1
18438,T00260410,200071,16200,1,16200,90000787751,2
18441,T00260445,200006,8640,1,8640,990000149111,1
18459,T00261416,200006,8640,1,8640,30000236521,1
18463,T00261529,200006,8640,1,8640,30000236531,1
18466,T00261552,200071,16200,1,16200,1430000227431,2
18470,T00261566,200071,16200,1,16200,1700000057141,2
